scorer,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice
individuals,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand
bodyparts,thumbStart,thumbStart,thumbEnd,thumbEnd,indexStart,indexStart,indexEnd,indexEnd,middleStart,middleStart,middleEnd,middleEnd,ringStart,ringStart,ringEnd,ringEnd,littleStart,littleStart,littleEnd,littleEnd,thumbStart,thumbStart,thumbEnd,thumbEnd,indexStart,indexStart,indexEnd,indexEnd,middleStart,middleStart,middleEnd,middleEnd,ringStart,ringStart,ringEnd,ringEnd,littleStart,littleStart,littleEnd,littleEnd
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\VPers1_cropped\img003c0.png,,,,,,,,,,,,,,,,,,,,,278.9614243323442,102.64482937685449,334.8976261127597,149.10031899109782,234.40207715133533,138.6715356083085,253.36350148367956,273.2976483679525,187.94658753709194,144.35996290801177,178.46587537091983,288.4667878338278,150.0237388724035,152.89260385756666,132.0103857566765,273.2976483679525,109.25667655786344,154.7887462908011,42.891691394658636,238.21901335311566
labeled-data\VPers1_cropped\img003c1.png,246.88724035608334,107.74868694362004,195.69139465875384,174.11367210682482,307.56379821958467,153.25610534124615,320.8367952522258,275.55729228486643,347.38278931750756,162.73681750741827,388.1498516320478,284.0899332344213,383.40949554896156,167.47717359050432,,,,,,,62.96142433234422,109.64482937685449,118.89762611275972,156.10031899109782,18.402077151335334,145.6715356083085,37.363501483679556,280.2976483679525,,,,,,,,,,,,
labeled-data\VPers1_cropped\img003c2.png,270.88724035608334,74.74868694362004,219.69139465875384,141.11367210682482,331.56379821958467,120.25610534124615,344.8367952522258,242.55729228486643,371.38278931750756,129.73681750741827,,,,,,,,,,,86.96142433234422,76.64482937685449,142.89762611275972,123.10031899109782,42.402077151335334,112.67153560830849,61.363501483679556,247.2976483679525,,,,,,,,,,,,
labeled-data\VPers1_cropped\img003c3.png,210.88724035608334,68.74868694362004,159.69139465875384,135.11367210682482,271.56379821958467,114.25610534124615,284.8367952522258,236.55729228486643,311.38278931750756,123.73681750741827,352.1498516320478,245.08993323442132,347.40949554896156,128.47717359050432,391.96884272997045,227.07658011869432,382.48813056379845,123.73681750741827,,,26.961424332344222,70.64482937685449,82.89762611275972,117.10031899109782,,,1.3635014836795563,241.2976483679525,,,,,,,,,,,,
labeled-data\VPers1_cropped\img003c4.png,366.88724035608334,104.74868694362004,315.69139465875384,171.11367210682482,,,,,,,,,,,,,,,,,182.96142433234422,106.64482937685449,238.89762611275972,153.10031899109782,138.40207715133533,142.6715356083085,157.36350148367956,277.2976483679525,91.94658753709194,148.35996290801177,82.46587537091983,292.4667878338278,54.0237388724035,156.89260385756666,36.0103857566765,277.2976483679525,13.256676557863443,158.7887462908011,,
labeled-data\VPers1_cropped\img003c5.png,140.88724035608334,109.74868694362004,89.69139465875384,176.11367210682482,201.56379821958467,155.25610534124615,214.83679525222578,277.55729228486643,241.38278931750756,164.73681750741827,282.1498516320478,286.0899332344213,277.40949554896156,169.47717359050432,321.96884272997045,268.0765801186943,312.48813056379845,164.73681750741827,361.78783382789356,233.9460163204747,,,12.897626112759724,158.10031899109782,,,,,,,,,,,,,,,,
labeled-data\VPers1_cropped\img003c6.png,302.88724035608334,118.74868694362004,251.69139465875384,185.11367210682482,363.56379821958467,164.25610534124615,376.8367952522258,286.55729228486643,,,,,,,,,,,,,118.96142433234422,120.64482937685449,174.89762611275972,167.10031899109782,74.40207715133533,156.6715356083085,93.36350148367956,291.2976483679525,27.946587537091943,162.35996290801177,18.465875370919832,306.4667878338278,,,,,,,,
