scorer,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice
individuals,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand
bodyparts,thumbStart,thumbStart,thumbEnd,thumbEnd,indexStart,indexStart,indexEnd,indexEnd,middleStart,middleStart,middleEnd,middleEnd,ringStart,ringStart,ringEnd,ringEnd,littleStart,littleStart,littleEnd,littleEnd,thumbStart,thumbStart,thumbEnd,thumbEnd,indexStart,indexStart,indexEnd,indexEnd,middleStart,middleStart,middleEnd,middleEnd,ringStart,ringStart,ringEnd,ringEnd,littleStart,littleStart,littleEnd,littleEnd
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\Pil03_cropped\img019c0.png,306.11869436201783,99.39853857566754,243.54599406528195,96.55432492581593,290.9495548961425,143.95788575667643,217.0,207.4786572700296,315.59940652819006,165.76352373887232,240.70178041543028,234.0246513353115,340.2492581602375,177.14037833827882,294.7418397626113,244.45343471810082,375.3278931750743,183.77687685459932,372.4836795252226,234.9727225519287,173.38872403560828,15.020200296735709,191.40207715133533,42.51426557863488,138.3100890207715,37.77390949554882,125.0370919881305,92.76204005934704,109.86795252225517,40.61812314540043,90.90652818991094,100.34660979228477,87.11424332344211,40.61812314540043,52.035608308605276,88.96975519287821,74.78931750741833,27.345126112759488,38.762611275964275,64.31990356083071
labeled-data\Pil03_cropped\img019c1.png,39.118694362017834,157.39853857566754,,,23.9495548961425,201.95788575667643,,,48.59940652819006,223.76352373887232,,,73.2492581602375,235.14037833827882,27.741839762611278,302.4534347181008,108.32789317507428,241.77687685459932,105.48367952522261,292.9727225519287,,,,,,,,,,,,,,,,,,,,
labeled-data\Pil03_cropped\img019c2.png,207.11869436201783,120.39853857566754,144.54599406528195,117.55432492581593,191.9495548961425,164.95788575667643,118.0,228.4786572700296,216.59940652819006,186.76352373887232,141.70178041543028,255.0246513353115,241.2492581602375,198.14037833827882,195.74183976261128,265.4534347181008,276.3278931750743,204.77687685459932,273.4836795252226,255.9727225519287,74.38872403560828,36.02020029673571,92.40207715133533,63.51426557863488,39.3100890207715,58.77390949554882,26.0370919881305,113.76204005934704,10.867952522255166,61.61812314540043,,,,,,,,,,
labeled-data\Pil03_cropped\img019c3.png,276.11869436201783,88.39853857566754,213.54599406528195,85.55432492581593,260.9495548961425,132.95788575667643,187.0,196.4786572700296,285.59940652819006,154.76352373887232,210.70178041543028,223.0246513353115,310.2492581602375,166.14037833827882,264.7418397626113,233.45343471810082,345.3278931750743,172.77687685459932,342.4836795252226,223.9727225519287,143.38872403560828,4.020200296735709,161.40207715133533,31.514265578634877,108.3100890207715,26.77390949554882,95.0370919881305,81.76204005934704,79.86795252225517,29.618123145400432,60.906528189910944,89.34660979228477,57.11424332344211,29.618123145400432,22.035608308605276,77.96975519287821,44.78931750741833,16.345126112759488,8.762611275964275,53.31990356083071
labeled-data\Pil03_cropped\img019c4.png,354.11869436201783,90.39853857566754,291.54599406528195,87.55432492581593,338.9495548961425,134.95788575667643,265.0,198.4786572700296,363.59940652819006,156.76352373887232,288.7017804154303,225.0246513353115,388.2492581602375,168.14037833827882,342.7418397626113,235.45343471810082,,,,,221.38872403560828,6.020200296735709,239.40207715133533,33.51426557863488,186.3100890207715,28.77390949554882,173.0370919881305,83.76204005934704,157.86795252225517,31.618123145400432,138.90652818991094,91.34660979228477,135.1142433234421,31.618123145400432,100.03560830860528,79.96975519287821,122.78931750741833,18.345126112759488,86.76261127596428,55.31990356083071
labeled-data\Pil03_cropped\img019c5.png,205.11869436201783,146.39853857566754,142.54599406528195,143.55432492581593,189.9495548961425,190.95788575667643,116.0,254.4786572700296,214.59940652819006,212.76352373887232,139.70178041543028,281.0246513353115,239.2492581602375,224.14037833827882,193.74183976261128,291.4534347181008,274.3278931750743,230.77687685459932,271.4836795252226,281.9727225519287,72.38872403560828,62.02020029673571,90.40207715133533,89.51426557863488,37.3100890207715,84.77390949554882,24.0370919881305,139.76204005934704,8.867952522255166,87.61812314540043,,,,,,,,,,
labeled-data\Pil03_cropped\img019c6.png,166.11869436201783,126.39853857566754,103.54599406528195,123.55432492581593,150.9495548961425,170.95788575667643,77.0,234.4786572700296,175.59940652819006,192.76352373887232,100.70178041543028,261.0246513353115,200.2492581602375,204.14037833827882,154.74183976261128,271.4534347181008,235.32789317507428,210.77687685459932,232.4836795252226,261.9727225519287,33.38872403560828,42.02020029673571,51.402077151335334,69.51426557863488,,,,,,,,,,,,,,,,
